pid,grdatn,age,state,natvty,msafp,year,immigr,se15u,ind2
486551201700009 5011 12012,39,29,93,313,41860,2017,1,1,7770
502017240610955 5011 121 1,40,37,93,57,41860,2017,0,1,7270
507023189610578 4011 22010,43,29,93,212,31080,2017,1,1,8470
508099979610414 5011 221 1,46,35,93,207,31080,2017,1,1,8190
509006373610569 6011 12112,43,55,93,57,41860,2017,0,1,6672
510204910332676 4011 12011,43,61,93,148,41860,2017,1,1,7390
510301700129476 6011 12110,41,45,93,212,41740,2017,1,1,7380
521069004301262 5011 12012,39,60,93,220,31080,2017,1,1,6990
521169004302265 4011 22010,40,59,93,57,31080,2017,0,1,8880
541465028500991 6011 222 1,41,48,93,57,40140,2017,0,1,7770
560096180900922 6011 122 1,43,60,93,212,41740,2017,1,1,7070
560234172607216 4011 12011,37,64,93,333,31080,2017,1,1,8170
560365110206036 4011 12010,43,42,93,57,41740,2017,0,1,8770
560365110206036 4011 22010,41,37,93,57,41740,2017,0,1,8980
560536180700700 6011 12110,40,58,93,57,37100,2017,0,1,7390
560933130602902 6011 12110,40,34,93,57,37100,2017,0,1,4195
566456501222005 6011 12110,41,52,93,247,41740,2017,1,1,8990
566456501222005 6011 22110,38,50,93,247,41740,2017,1,1,8990
601767014300342 5012 221 1,39,49,93,312,31080,2017,1,1,770
604730545061200 6011 62112,40,22,93,57,41860,2017,0,1,6570
605640114481220 6011 12111,39,46,93,303,31080,2017,1,1,4980
605830557641320 6011 12110,43,26,93,57,31080,2017,0,1,7490
608001493610324 5011 321 1,44,32,93,57,37100,2017,0,1,6690
608012953610566 6011 22111,46,50,93,57,41940,2017,0,1,8080
610000850459056 6011 22111,43,55,93,57,46700,2017,0,1,8660
610102080572766 6011 12111,40,56,93,247,41940,2017,1,1,8370
614001442610418 5011 12012,41,43,93,57,31080,2017,0,1,7390
614030224711000 6011 22110,42,53,93,303,42100,2017,1,1,8470
615490356221020 4011 32010,43,31,93,57,31080,2017,0,1,5470
616520420761000 6011 12110,40,64,93,57,42200,2017,0,1,7690
616520420761000 6011 32110,39,35,93,57,42200,2017,0,1,7690
621565025500426 6011 22110,46,54,93,207,41740,2017,1,1,7460
623490356221120 6011 12112,43,44,93,57,31080,2017,0,1,7070
624490356221010 5011 221 1,39,37,93,158,31080,2017,1,1,4690
628830557641220 6011 12111,39,28,93,57,31080,2017,0,1,1680
629440983571000 6011 122 1,46,64,93,57,12540,2017,0,1,7480
629440983571000 6011 222 1,43,58,93,57,12540,2017,0,1,170
631965012300051 5011 221 1,39,49,93,57,31080,2017,0,1,8870
635100581741000 4011 12011,42,43,93,303,40900,2017,1,1,8680
636640600031200 4011 12010,42,52,93,57,31080,2017,0,1,7380
636820528931220 4011 12011,43,54,93,57,31080,2017,0,1,7290
641520987051000 5011 12012,32,62,93,313,41860,2017,1,1,770
641520987051000 5011 62012,33,53,93,313,41860,2017,1,1,7770
641920235211300 6011 122 1,43,26,93,57,41740,2017,0,1,7070
643610468591200 6011 22110,45,49,93,57,41860,2017,0,1,7990
647800018721120 6011 12110,43,40,93,57,31080,2017,0,1,7390
651661026400985 6011 22112,43,31,93,57,41860,2017,0,1,8080
656440954011100 6011 122 1,46,64,93,57,40900,2017,0,1,7270
664570198941120 6011 22111,43,49,93,57,31080,2017,0,1,7490
665830557641120 6011 12112,39,43,93,158,31080,2017,1,1,8980
671764022400013 4011 12011,39,34,93,57,41860,2017,0,1,8980
672400225821300 6011 12112,44,55,93,57,41740,2017,0,1,7280
673000646431100 6011 12112,44,52,93,207,41940,2017,1,1,7380
678830557641020 4011 12011,38,49,93,303,31080,2017,1,1,7690
680490356221120 6011 12112,44,33,93,57,31080,2017,0,1,6970
685640114481120 6011 12110,42,57,93,313,31080,2017,1,1,5490
701767024900159 6011 12110,44,49,93,57,41740,2017,0,1,8880
710100960125186 5011 221 1,43,33,93,57,41860,2017,0,1,770
726242001583002 6011 22112,44,64,93,57,41740,2017,0,1,7280
736852801712007 4011 12011,45,52,93,57,31080,2017,0,1,7270
756488321760005 6011 122 1,43,53,93,57,31080,2017,0,1,7890
760055170906407 4011 12010,43,40,93,57,41860,2017,0,1,5580
771666020500845 6011 12110,40,63,93,224,31080,2017,1,1,7690
810102990811886 5011 12012,43,43,93,57,41860,2017,0,1,7390
811004990861576 5011 22012,35,33,93,303,31080,2017,1,1,770
812003290195826 4012 12010,31,31,93,313,31080,2017,1,1,770
812104990071576 6011 22111,43,30,93,57,31080,2017,0,1,770
816283011870000 5011 121 1,43,38,93,57,31080,2017,0,1,6570
816283011870000 5011 221 1,39,62,93,301,31080,2017,1,1,6570
816795001622007 6011 12110,43,39,93,57,41860,2017,0,1,8470
818002921610453 5011 221 1,39,38,93,57,31080,2017,0,1,4870
826374621253004 6011 12112,44,50,93,57,31080,2017,0,1,7390
827035631610654 6011 12112,44,35,93,104,31080,2017,1,1,5591
856487311760005 5011 221 1,43,25,93,57,31080,2017,0,1,8560
860016160706904 6011 22112,41,41,93,57,37100,2017,0,1,8770
860022170502616 4011 22011,43,44,93,57,41940,2017,0,1,7070
860022170604616 4012 12010,37,33,93,57,41940,2017,0,1,8470
871765020100897 6011 12111,45,46,93,57,41740,2017,0,1,7270
905001767610367 5011 32012,40,26,93,57,23420,2017,0,1,6190
910309050536826 6011 62112,43,50,93,303,41740,2017,1,1,7690
912008000511976 4011 12011,39,53,93,362,31080,2017,1,1,6970
912308000191976 6011 122 1,43,51,93,57,31080,2017,0,1,3895
919010070610818 5011 12012,43,29,93,57,31080,2017,0,1,770
919010070610818 5011 22012,43,31,93,449,31080,2017,1,1,770
919010073610218 5011 12012,43,51,93,57,31080,2017,0,1,6590
946921121461006 6011 222 1,43,62,93,57,31080,2017,0,1,5790
960235181104802 5011 121 1,43,34,93,57,31080,2017,0,1,770
960235182402832 6011 12110,39,49,93,57,31080,2017,0,1,770
991268028100283 6011 12112,43,47,93,57,41860,2017,0,1,7380
56333006001 6011 22112,39,34,93,362,41860,2017,1,1,8590
610596112070 6011 22110,39,24,93,57,47300,2017,0,1,5690
610825250381 4011 12010,40,57,93,140,44700,2017,1,1,770
610866945501 4011 32010,40,47,93,57,41860,2017,0,1,7390
610874061386 4011 32010,39,50,93,57,41860,2017,0,1,770
610899443632 6011 22111,39,40,93,57,41860,2017,0,1,770
610977507564 6011 122 1,39,41,93,57,41860,2017,0,1,3875
610977507564 6011 222 1,43,35,93,57,41860,2017,0,1,7070
611270632409 5011 22012,39,55,93,303,40140,2017,1,1,7690
611447360394 5011 12012,43,33,93,212,31080,2017,1,1,4670
611991090110 4011 12010,39,54,93,57,31080,2017,0,1,3980
612383516511 4011 12010,44,34,93,57,31080,2017,0,1,6570
612860450667 4011 22011,41,42,93,247,40140,2017,1,1,7070
613125063335 6011 122 1,39,48,93,212,31080,2017,1,1,7070
613547170945 6011 122 1,42,35,93,362,41740,2017,1,1,4170
780418016693 6011 22110,44,51,93,217,41860,2017,1,1,8590
1340315059618 5011 22012,39,51,93,57,41860,2017,0,1,770
1467039102893 6011 12110,43,55,93,57,31080,2017,0,1,7460
2000639610162 6011 22110,37,59,93,57,12540,2017,0,1,8870
2850711084691 6011 12110,44,36,93,163,41860,2017,1,1,7390
3952816057648 6011 12111,42,57,93,57,31080,2017,0,1,2890
4770812098681 5011 121 1,39,52,93,57,40900,2017,0,1,7390
6321715042632 5011 12012,37,32,93,57,31080,2017,0,1,6290
6430017013644 5011 121 1,43,62,93,233,41860,2017,1,1,8370
6454301490001 6011 22110,43,59,93,57,41500,2017,0,1,8170
6621715042636 5011 121 1,40,21,93,57,31080,2017,0,1,4265
10001030761226 4011 22011,43,51,93,57,40900,2017,0,1,7280
10008690033996 6011 122 1,44,53,93,57,41860,2017,0,1,7590
10200790905726 4011 12011,40,51,93,57,40140,2017,0,1,9090
10200790905726 4011 22011,40,54,93,57,40140,2017,0,1,7480
10200900521916 6011 122 1,43,56,93,132,31080,2017,1,1,6170
10810415001638 6011 222 1,39,54,93,247,41940,2017,1,1,7690
10912817008626 6011 12112,36,64,93,57,31080,2017,0,1,6380
12822819058633 4011 12011,40,38,93,57,31080,2017,0,1,7490
12822819058633 4011 22011,43,39,93,57,31080,2017,0,1,7490
13110611095623 5011 52012,41,56,93,57,31080,2017,0,1,6190
15370610095600 6011 22110,34,50,93,214,42220,2017,1,1,3895
16922715042630 6011 12110,42,36,93,207,31080,2017,1,1,5690
18120614049670 5011 221 1,39,61,93,301,40140,2017,1,1,7490
18130916050655 4011 12010,44,39,93,57,40900,2017,0,1,770
20060315075649 6011 22112,40,56,93,303,41860,2017,1,1,7770
20330712049663 6011 222 1,39,49,93,303,40140,2017,1,1,8370
20550610067642 6011 12111,43,57,93,57,40140,2017,0,1,7370
25050017074647 6011 22111,41,61,93,247,41860,2017,1,1,8990
25050017074647 6011 32111,39,38,93,247,41860,2017,1,1,8990
25960512052648 6011 222 1,39,41,93,303,41740,2017,1,1,8170
26270017054683 4011 22010,39,58,93,57,31080,2017,0,1,770
26270017054683 4011 32010,43,27,93,57,31080,2017,0,1,7890
28820614049670 6011 22110,41,34,93,57,40140,2017,0,1,7890
31016219003911 5011 12012,40,53,93,57,42200,2017,0,1,7460
37570410095614 6011 122 1,43,48,93,57,41740,2017,0,1,8080
37802910019680 6011 12112,32,64,93,303,31080,2017,1,1,7770
38130511077688 6011 12112,40,39,93,449,31080,2017,1,1,770
46135101950005 5011 22012,40,32,93,370,41860,2017,1,1,7690
51162038600990 6011 12111,40,48,93,303,41740,2017,1,1,6990
51162038600990 6011 22111,43,47,93,303,41740,2017,1,1,6990
51460000300307 6011 122 1,39,54,93,303,41860,2017,1,1,7690
51460000300307 6011 222 1,42,51,93,303,41860,2017,1,1,7690
60523120808105 4011 22010,40,62,93,57,44700,2017,0,1,770
60842160205221 6011 122 1,43,62,93,207,40140,2017,1,1,7070
60998160300005 5011 12012,43,56,93,57,41860,2017,0,1,7070
79066723008211 6011 12110,39,59,93,57,41860,2017,0,1,770
88076620011011 5011 22012,43,35,93,163,31080,2017,1,1,7890
100610057499108 5011 22012,39,52,93,57,31080,2017,0,1,5690
100610357499148 5011 421 1,40,52,93,217,31080,2017,1,1,4390
105100060123134 4011 12010,39,59,93,303,41940,2017,1,1,770
109090060045271 6011 12111,40,54,93,57,40900,2017,0,1,7370
109090060045271 6011 22111,43,59,93,57,40900,2017,0,1,7370
111016701003431 5011 22012,33,52,93,303,41740,2017,1,1,8470
116130060082260 4012 12011,44,57,93,57,37100,2017,0,1,7890
116130060082260 4012 22011,43,52,93,57,37100,2017,0,1,7890
116135101821004 6011 22111,44,30,93,57,23420,2017,0,1,4380
119330060028288 6011 222 1,43,57,93,57,41860,2017,0,1,5170
131160034600614 6011 52111,40,29,93,57,41740,2017,0,1,8990
131660034600610 6011 122 1,43,62,93,57,41740,2017,0,1,7280
136750260094518 4011 12010,39,39,93,57,31080,2017,0,1,8980
141110060240371 6011 122 1,40,46,93,57,41740,2017,0,1,770
141290160068322 5011 121 1,43,52,93,57,31080,2017,0,1,5170
144410260278126 4011 22010,32,58,93,303,31080,2017,1,1,7770
151360014000314 6011 12111,43,41,93,200,41940,2017,1,1,7390
151360014000314 6011 22111,43,44,93,57,41940,2017,0,1,8680
153310060299831 6011 22111,39,59,93,57,41860,2017,0,1,770
160118170903214 4011 12011,46,47,93,57,40140,2017,0,1,7970
160129160507513 5011 12012,44,58,93,240,31080,2017,1,1,2370
165050060316361 6011 12110,43,58,93,303,41740,2017,1,1,4390
165520060210568 6011 12111,44,63,93,57,41740,2017,0,1,8590
165520060240598 4011 12010,40,56,93,57,41740,2017,0,1,7190
170440060023238 4011 12010,39,64,93,57,40900,2017,0,1,770
183460060217700 6011 12111,39,47,93,57,40140,2017,0,1,6170
183460060217700 6011 22111,39,47,93,57,40140,2017,0,1,6170
193260060084449 5011 121 1,43,27,93,57,41860,2017,0,1,2980
196046874000821 5011 12012,35,52,93,57,40140,2017,0,1,770
196046874000821 5011 22012,40,48,93,57,40140,2017,0,1,770
200610921946654 4011 22011,40,43,93,57,31080,2017,0,1,5591
200611182329558 4011 12010,40,57,93,365,31080,2017,1,1,5470
200611357499158 6011 122 1,44,59,93,210,31080,2017,1,1,4970
200611882329538 4011 12011,43,60,93,57,31080,2017,0,1,7390
205029533610013 6011 122 1,39,46,93,57,40140,2017,0,1,770
212076304000461 6011 12110,41,42,93,57,41860,2017,0,1,770
212108310269246 6011 12111,34,45,93,239,31080,2017,1,1,5580
212208310039246 6011 12110,43,39,93,57,31080,2017,0,1,3980
216113901310009 5011 12012,40,48,93,57,42200,2017,0,1,6570
216113901310009 5011 22012,44,49,93,57,42200,2017,0,1,4390
218066755008311 4011 12010,44,63,93,212,31080,2017,1,1,6990
224024617610869 6011 12110,43,41,93,57,31080,2017,0,1,7380
226380211890005 5011 221 1,40,49,93,57,31080,2017,0,1,8590
240036176000871 4011 12011,36,56,93,303,40140,2017,1,1,6170
260364170900920 4011 12010,43,53,93,57,40140,2017,0,1,4390
271563008900264 6011 22111,40,39,93,57,47300,2017,0,1,180
291662098500389 5011 12012,45,58,93,57,31080,2017,0,1,7980
296046674005821 6011 12110,42,53,93,57,40140,2017,0,1,7690
296046674005821 6011 52110,39,31,93,57,40140,2017,0,1,8680
301056365000631 6011 12112,43,56,93,57,41740,2017,0,1,7690
301056365000631 6011 22112,43,56,93,303,41740,2017,1,1,7690
306150601223008 4011 12010,44,61,93,57,31080,2017,0,1,7680
314036166004011 6011 12111,43,47,93,303,41740,2017,1,1,770
314036166004011 6011 22111,41,43,93,303,41740,2017,1,1,7280
336074401742006 4011 12011,40,59,93,57,31080,2017,0,1,4070
360166140108130 4011 12010,40,53,93,303,41740,2017,1,1,8770
396410201402002 6011 22112,34,58,93,303,40140,2017,1,1,5170
401468004500582 5011 121 1,43,46,93,57,46700,2017,0,1,7280
404026073610033 6012 12112,44,48,93,57,31080,2017,0,1,7380
405022809610322 6011 12111,46,53,93,57,41740,2017,0,1,7270
410203600463476 6011 22110,43,34,93,210,31080,2017,1,1,4970
460644160404417 4011 12011,33,58,93,303,23420,2017,1,1,4690
461061092600949 5011 121 1,40,44,93,57,31080,2017,0,1,4390
461061092600949 5011 221 1,40,40,93,211,31080,2017,1,1,4390
461261022602942 6011 22110,43,50,93,139,31080,2017,1,1,7390
501365002300214 5011 12012,40,36,93,57,44700,2017,0,1,490
501969023900751 6011 12112,35,44,93,303,40140,2017,1,1,1880
502020263610581 4011 12011,40,56,93,57,31080,2017,0,1,4180
502020263610581 4011 22011,39,56,93,57,31080,2017,0,1,4280
504008425610473 6011 122 1,40,56,93,57,40900,2017,0,1,770
510007480633226 5011 221 1,41,49,93,57,41860,2017,0,1,7070
510301700459476 6011 122 1,40,34,93,57,41740,2017,0,1,4170
516260301513009 6011 122 1,43,61,93,57,31080,2017,0,1,4170
518009973610414 5011 221 1,43,47,93,217,31080,2017,1,1,4585
521369014302264 6011 122 1,36,48,93,303,31080,2017,1,1,5690
560096180301912 5011 121 1,40,55,93,57,41740,2017,0,1,770
560186180301014 6011 222 1,43,63,93,57,42220,2017,0,1,7890
560234172900216 6011 12110,43,54,93,313,31080,2017,1,1,770
561063018502470 6011 22112,40,64,93,57,31080,2017,0,1,7070
600850559491100 5011 421 1,39,51,93,57,40140,2017,0,1,5580
602028012610524 6011 122 1,43,47,93,57,40140,2017,0,1,7270
602028012610524 6011 222 1,46,46,93,57,40140,2017,0,1,7270
605011135610792 5011 22012,44,46,93,207,31080,2017,1,1,7070
605750447071200 4011 12010,43,26,93,57,40140,2017,0,1,5790
609210644691900 5011 221 1,45,63,93,57,31080,2017,0,1,7270
610002270941086 4011 22010,40,51,93,57,40900,2017,0,1,7380
610002270941086 6011 12111,40,49,93,57,40900,2017,0,1,7690
610002270941086 6011 22111,43,59,93,57,40900,2017,0,1,7690
612102520453496 6011 22111,36,62,93,303,31080,2017,1,1,770
615520493801000 5011 121 1,42,49,93,57,12540,2017,0,1,7690
621460373201000 5011 221 1,44,44,93,57,40900,2017,0,1,7390
628640114481120 6011 12110,40,59,93,57,31080,2017,0,1,7490
628960751771000 6011 12111,43,30,93,57,37100,2017,0,1,4080
631565022300055 4011 32010,39,51,93,247,31080,2017,1,1,8880
634060574781100 5011 121 1,43,23,93,57,31080,2017,0,1,6570
636820421212009 6011 22110,37,48,93,57,31080,2017,0,1,8470
642570030471100 5011 12012,41,61,93,73,40140,2017,0,1,770
643150605601000 4011 12010,45,42,93,57,41860,2017,0,1,7270
643500978611000 4011 52010,43,58,93,57,42100,2017,0,1,770
643710423111000 5011 22012,42,38,93,207,41860,2017,1,1,8680
654950298881000 5011 121 1,43,64,93,57,44700,2017,0,1,7070
660240932181220 6011 12110,43,36,93,57,31080,2017,0,1,7070
660355190105018 4011 22010,40,46,93,57,40900,2017,0,1,770
660369140203918 4011 12010,43,54,93,57,40900,2017,0,1,6990
666220701861009 5011 22012,40,61,93,57,40140,2017,0,1,7070
673170650961000 6011 12110,40,37,93,57,41860,2017,0,1,7670
673640579721000 5011 121 1,38,61,93,57,37100,2017,0,1,8370
691630216641000 5011 121 1,46,48,93,57,41500,2017,0,1,8090
692150194911000 6011 12111,35,31,93,57,40900,2017,0,1,5190
693550562241100 5011 121 1,39,59,93,57,41740,2017,0,1,7770
693550562241100 5011 221 1,39,57,93,57,41740,2017,0,1,7770
696176401470004 6011 322 1,43,26,93,364,41860,2017,1,1,8470
696775001270008 4011 22010,45,61,93,57,42200,2017,0,1,7970
700027920610950 6011 22111,39,60,93,312,40140,2017,1,1,8770
702011149610381 4011 22011,40,42,93,57,40140,2017,0,1,6170
703002604610235 6011 22110,44,50,93,239,33700,2017,1,1,2880
704000779610655 6011 922 1,39,35,93,312,41860,2017,1,1,6190
710002160673926 4011 12011,44,56,93,57,41860,2017,0,1,770
710204500036606 4011 22011,40,42,93,57,40140,2017,0,1,5790
712004560135836 4011 22011,33,34,93,303,31080,2017,1,1,770
721266004300031 5011 121 1,44,47,93,57,40900,2017,0,1,8560
736822421211009 6011 122 1,41,31,93,57,31080,2017,0,1,8980
736822421211009 6011 322 1,41,60,93,341,31080,2017,0,1,8980
756613701090006 6011 12110,39,30,93,57,41860,2017,0,1,1680
760341100404306 5011 121 1,43,34,93,57,41860,2017,0,1,7780
760785100203426 4011 12010,39,45,93,247,31080,2017,1,1,8990
771667009900225 6011 22112,43,41,93,57,46700,2017,0,1,7070
771866020500846 6011 62111,39,34,93,303,31080,2017,1,1,770
796177401470004 6011 12111,39,54,93,57,41860,2017,0,1,7690
801461026200421 4011 22011,40,58,93,57,40140,2017,0,1,2170
801461026200421 4011 32011,40,31,93,57,40140,2017,0,1,2170
801461026200421 4011 42011,43,29,93,57,40140,2017,0,1,2170
806570701471005 4011 12011,32,44,93,303,41860,2017,1,1,7770
806570701471005 4011 22011,39,36,93,303,41860,2017,1,1,7690
808007247610198 5011 121 1,44,58,93,57,40900,2017,0,1,8370
809030521610369 6011 12110,40,41,93,57,41740,2017,0,1,8880
812304990691576 6011 32112,42,45,93,57,31080,2017,0,1,7780
812304990691576 6011 22112,43,59,93,57,31080,2017,0,1,7780
827005630610754 4011 12011,40,50,93,57,31080,2017,0,1,770
827005639610854 6011 12111,43,57,93,235,31080,2017,1,1,7370
828021703610102 4011 12011,39,53,93,57,31080,2017,0,1,8470
846304001641006 4011 12010,46,48,93,120,41940,2017,1,1,7290
856954201251009 6011 222 1,43,44,93,57,23420,2017,0,1,7070
901362021200440 6011 12112,39,33,93,57,40140,2017,0,1,1990
912008000951976 4011 12010,44,51,93,240,31080,2017,1,1,6970
919000074610018 5011 22012,35,41,93,303,31080,2017,1,1,7770
926387221890005 4011 22011,38,49,93,303,31080,2017,1,1,6380
931264002600629 6011 22112,41,39,93,303,44700,2017,1,1,770
956401501472007 6011 12110,45,59,93,57,41860,2017,0,1,7990
961268021500071 6011 122 1,39,55,93,57,41860,2017,0,1,7270
971264007400143 5011 321 1,38,64,93,57,41860,2017,0,1,6990
991467015102482 6011 12112,40,47,93,57,31080,2017,0,1,3580
7970218051693 6011 12111,40,52,93,57,0,2017,0,1,7070
7970218051693 6011 22111,41,49,93,57,0,2017,0,1,7290
34066580005501 6011 12110,40,47,93,57,0,2017,0,1,8370
89036129006361 6011 12112,39,49,93,303,0,2017,1,1,8680
139320060019758 6011 12111,40,64,93,57,0,2017,0,1,2890
139320060019758 6011 22111,37,64,93,57,0,2017,0,1,2890
166296301830009 6011 12112,39,46,93,303,0,2017,1,1,770
310003490688326 6011 12111,39,31,93,57,0,2017,0,1,8980
361368005700025 6011 12112,40,35,93,57,0,2017,0,1,8290
441063023300104 4011 22010,43,43,93,57,0,2017,0,1,8990
486562601191005 4011 12010,40,39,93,57,0,2017,0,1,770
510002600381186 6011 222 1,43,52,93,57,0,2017,0,1,770
673500669111100 4011 12010,33,56,93,303,0,2017,1,1,770
760140130905304 6011 12112,39,40,93,57,0,2017,0,1,770
3250513043643 5011 12012,39,37,93,303,25260,2017,1,1,8880
140620060015158 6011 22111,41,44,93,57,39820,2017,0,1,4770
260601180509100 6011 12111,39,55,93,231,39820,2017,1,1,4690
260601180509100 6011 22111,34,25,93,231,39820,2017,1,1,4690
615840216051000 6011 12111,40,47,93,57,39820,2017,0,1,8590
710000720949096 6011 22112,39,56,93,57,42020,2017,0,1,8560
716417801020000 6011 12110,39,63,93,57,17020,2017,0,1,6170
760096170502009 6011 222 1,40,32,93,57,42020,2017,0,1,770
810398315960 5011 12012,40,41,84,57,19740,2017,0,1,8990
810398315960 5011 22012,40,41,84,57,19740,2017,0,1,8990
810606877594 6011 122 1,40,62,84,57,19740,2017,0,1,4980
45028590006631 6011 12112,43,37,84,57,22660,2017,0,1,770
81082019200425 6011 12112,44,62,84,57,17820,2017,0,1,8680
88058988008731 6011 12112,39,22,84,57,19740,2017,0,1,5080
103018754003481 4011 22011,45,54,84,57,17820,2017,0,1,7970
110010080020979 4011 12010,40,35,84,57,19740,2017,0,1,7390
145078998002911 4011 22011,45,46,84,57,17820,2017,0,1,7970
173960080159645 6011 222 1,40,46,84,57,17820,2017,0,1,770
280627120705701 4011 12010,43,50,84,57,19740,2017,0,1,6690
438281401110005 5011 121 1,43,49,84,57,19740,2017,0,1,770
700006977810356 4012 22011,45,59,84,57,19740,2017,0,1,7270
710005850964828 4011 12011,44,48,84,57,22660,2017,0,1,8080
804990360981100 6011 12111,46,49,84,212,17820,2017,1,1,7980
